file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_218971.json,2,0.938636,303,135,489,135,489,317,303,317
test_212148.json,2,0.938613,347,96,541,96,541,297,347,297
test_210887.json,2,0.938604,373,73,540,73,540,229,373,229
test_218469.json,2,0.938414,298,133,442,133,442,273,298,273
test_209106.json,2,0.938205,334,308,422,308,422,436,334,436
test_207214.json,2,0.938204,330,113,540,113,540,320,330,320
test_202248.json,2,0.938187,303,117,476,117,476,299,303,299
test_213602.json,2,0.937951,137,297,260,297,260,424,137,424
test_200860.json,2,0.937793,338,34,489,34,489,181,338,181
test_218944.json,2,0.937717,310,94,445,94,445,214,310,214
test_212619.json,2,0.937649,272,135,463,135,463,299,272,299
test_209096.json,2,0.937643,223,139,404,139,404,307,223,307
test_217095.json,2,0.937371,320,75,526,75,526,288,320,288
test_213776.json,2,0.937151,286,126,469,126,469,290,286,290
test_202389.json,2,0.937119,298,207,463,207,463,321,298,321
test_207576.json,2,0.937116,34,47,195,47,195,279,34,279
test_205524.json,2,0.937033,214,337,337,337,337,436,214,436
test_216230.json,2,0.936894,226,337,320,337,320,465,226,465
test_216663.json,2,0.936756,352,162,533,162,533,327,352,327
test_211539.json,2,0.936751,320,145,511,145,511,309,320,309
test_209992.json,2,0.936701,227,235,346,235,346,326,227,326
test_213492.json,2,0.936691,130,311,295,311,295,449,130,449
test_211714.json,2,0.93667,217,132,361,132,361,283,217,283
test_207503.json,2,0.936648,292,78,484,78,484,282,292,282
test_213424.json,2,0.936527,229,139,370,139,370,292,229,292
test_209048.json,2,0.936523,176,306,313,306,313,427,176,427
test_208692.json,2,0.936395,342,103,541,103,541,320,342,320
test_200103.json,2,0.936344,290,91,504,91,504,283,290,283
test_202993.json,2,0.936235,334,95,542,95,542,304,334,304
test_211578.json,2,0.936142,244,167,425,167,425,305,244,305
test_202561.json,2,0.93602,293,101,500,101,500,275,293,275
test_211182.json,2,0.935907,297,103,493,103,493,290,297,290
test_206017.json,2,0.935834,301,124,448,124,448,284,301,284
test_202739.json,2,0.93571,305,66,522,66,522,292,305,292
test_218444.json,2,0.935673,121,235,274,235,274,390,121,390
test_201060.json,2,0.935613,312,34,495,34,495,185,312,185
test_202938.json,2,0.935608,296,117,407,117,407,219,296,219
test_203513.json,2,0.935533,160,323,404,323,404,540,160,540
test_207643.json,2,0.935498,275,152,479,152,479,326,275,326
test_208043.json,2,0.935486,248,101,418,101,418,273,248,273
test_213819.json,2,0.935267,317,52,542,52,542,269,317,269
test_200429.json,2,0.935212,257,71,419,71,419,202,257,202
test_217189.json,2,0.935203,272,149,414,149,414,263,272,263
test_211878.json,2,0.934919,343,274,541,274,541,506,343,506
test_215045.json,2,0.93485,216,319,305,319,305,428,216,428
test_206215.json,2,0.934791,333,189,493,189,493,314,333,314
test_209149.json,2,0.934785,233,167,367,167,367,306,233,306
test_219437.json,2,0.934756,189,291,338,291,338,427,189,427
test_216936.json,2,0.934617,360,59,528,59,528,209,360,209
test_211328.json,2,0.934609,379,112,541,112,541,258,379,258
test_220428.json,2,0.934603,42,137,213,137,213,345,42,345
test_218231.json,2,0.934599,324,140,511,140,511,284,324,284
test_205375.json,2,0.934529,381,136,541,136,541,303,381,303
test_202838.json,2,0.934478,278,124,473,124,473,293,278,293
test_200541.json,2,0.934418,130,248,252,248,252,369,130,369
test_215104.json,2,0.934358,316,184,453,184,453,306,316,306
test_203853.json,2,0.934176,298,178,464,178,464,324,298,324
test_200331.json,2,0.934101,260,329,399,329,399,519,260,519
test_200219.json,2,0.934095,112,320,231,320,231,455,112,455
test_218930.json,2,0.933995,69,155,256,155,256,360,69,360
test_203564.json,2,0.933955,273,148,479,148,479,318,273,318
test_207885.json,2,0.933953,213,226,330,226,330,320,213,320
test_200934.json,2,0.933947,359,99,516,99,516,227,359,227
test_202567.json,2,0.933917,221,193,378,193,378,325,221,325
test_220107.json,2,0.933897,268,399,366,399,366,519,268,519
test_201454.json,2,0.933821,312,124,501,124,501,323,312,323
test_201579.json,2,0.93373,340,256,541,256,541,535,340,535
test_209422.json,2,0.933708,303,147,483,147,483,324,303,324
test_205558.json,2,0.933516,35,31,252,31,252,228,35,228
test_219894.json,2,0.93348,382,301,487,301,487,454,382,454
test_203811.json,2,0.933467,324,148,524,148,524,322,324,322
test_212550.json,2,0.933446,337,123,526,123,526,321,337,321
test_212475.json,2,0.93344,245,382,347,382,347,502,245,502
test_219851.json,2,0.933382,301,91,490,91,490,286,301,286
test_212760.json,2,0.933167,323,95,540,95,540,300,323,300
test_209337.json,2,0.933033,290,158,421,158,421,305,290,305
test_213246.json,2,0.932807,251,214,393,214,393,325,251,325
test_208787.json,2,0.932792,235,129,397,129,397,289,235,289
test_209697.json,2,0.932704,216,37,396,37,396,180,216,180
test_208862.json,2,0.932487,399,76,541,76,541,244,399,244
test_203472.json,2,0.932461,321,47,454,47,454,183,321,183
test_207533.json,2,0.93243,313,131,476,131,476,265,313,265
test_217860.json,2,0.932371,238,154,416,154,416,318,238,318
test_200389.json,2,0.93232,305,69,522,69,522,288,305,288
test_202530.json,2,0.932243,108,283,231,283,231,429,108,429
test_217562.json,2,0.932212,34,40,209,40,209,281,34,281
test_218508.json,2,0.932211,120,256,273,256,273,391,120,391
test_220243.json,2,0.93213,226,342,350,342,350,481,226,481
test_215368.json,2,0.931732,352,90,540,90,540,305,352,305
test_204240.json,2,0.9317,304,77,505,77,505,286,304,286
test_206964.json,2,0.931526,240,208,328,208,328,295,240,295
test_213245.json,2,0.931382,349,62,542,62,542,293,349,293
test_202706.json,2,0.931307,258,169,432,169,432,333,258,333
test_211396.json,2,0.931298,243,279,324,279,324,386,243,386
test_205039.json,2,0.931174,256,326,353,326,353,454,256,454
test_219530.json,2,0.93115,184,209,340,209,340,329,184,329
test_204169.json,2,0.931128,327,91,536,91,536,305,327,305
test_201092.json,2,0.930954,243,157,396,157,396,313,243,313
test_215155.json,2,0.930799,180,320,305,320,305,447,180,447
test_218406.json,2,0.930622,301,337,527,337,527,542,301,542
test_207346.json,2,0.930622,32,42,224,42,224,270,32,270
test_211975.json,2,0.930436,225,417,374,417,374,540,225,540
test_203278.json,2,0.93041,404,108,542,108,542,312,404,312
test_211004.json,2,0.930342,234,360,488,360,488,543,234,543
test_210689.json,2,0.930341,284,87,454,87,454,270,284,270
test_208332.json,2,0.930316,243,324,529,324,529,543,243,543
test_208400.json,2,0.930309,300,153,435,153,435,301,300,301
test_214705.json,2,0.930123,38,219,215,219,215,403,38,403
test_210519.json,2,0.930113,378,118,541,118,541,346,378,346
test_211504.json,2,0.930088,203,305,337,305,337,420,203,420
test_203319.json,2,0.930021,64,193,244,193,244,361,64,361
test_212794.json,2,0.92991,195,30,418,30,418,192,195,192
test_204761.json,2,0.929833,328,58,541,58,541,265,328,265
test_201091.json,2,0.929817,408,172,542,172,542,344,408,344
test_216857.json,2,0.929816,382,184,534,184,534,325,382,325
test_209174.json,2,0.929733,157,306,282,306,282,405,157,405
test_203986.json,2,0.929671,346,72,542,72,542,274,346,274
test_205558.json,2,0.929551,271,139,425,139,425,270,271,270
test_218253.json,2,0.929548,315,53,458,53,458,162,315,162
test_203023.json,2,0.929474,371,133,543,133,543,333,371,333
test_204530.json,2,0.92943,260,129,448,129,448,290,260,290
test_203741.json,2,0.92927,148,251,265,251,265,341,148,341
test_218040.json,2,0.929239,362,230,542,230,542,491,362,491
test_208335.json,2,0.929193,244,265,356,265,356,348,244,348
test_215418.json,2,0.929175,187,206,341,206,341,305,187,305
test_202351.json,2,0.929126,216,218,381,218,381,356,216,356
test_201545.json,2,0.928845,199,101,540,101,540,545,199,545
test_211024.json,2,0.928769,329,94,541,94,541,288,329,288
test_200157.json,2,0.928559,349,80,542,80,542,313,349,313
test_204859.json,2,0.928496,340,73,541,73,541,294,340,294
test_219820.json,2,0.928463,252,217,399,217,399,325,252,325
test_200688.json,2,0.928449,352,110,541,110,541,324,352,324
test_220129.json,2,0.928431,185,31,450,31,450,164,185,164
test_215637.json,2,0.928377,268,328,403,328,403,506,268,506
test_218003.json,2,0.928251,324,92,541,92,541,298,324,298
test_206354.json,2,0.928136,349,244,542,244,542,535,349,535
test_212746.json,2,0.92806,344,358,443,358,443,481,344,481
test_204712.json,2,0.928034,317,280,543,280,543,543,317,543
test_202812.json,2,0.927964,232,131,378,131,378,289,232,289
test_202231.json,2,0.927765,356,287,542,287,542,542,356,542
test_203637.json,2,0.927692,213,255,322,255,322,348,213,348
test_211065.json,2,0.927232,280,135,423,135,423,283,280,283
test_208974.json,2,0.927079,225,265,353,265,353,365,225,365
test_213405.json,2,0.927041,87,151,216,151,216,313,87,313
test_213734.json,2,0.927004,32,31,324,31,324,382,32,382
test_206609.json,2,0.927001,339,199,456,199,456,318,339,318
test_204302.json,2,0.926899,273,159,444,159,444,324,273,324
test_203016.json,2,0.926891,391,111,541,111,541,256,391,256
test_207513.json,2,0.926867,329,275,540,275,540,523,329,523
test_200458.json,2,0.92672,351,192,512,192,512,346,351,346
test_213083.json,2,0.926667,252,48,399,48,399,154,252,154
test_203560.json,2,0.926601,143,226,304,226,304,387,143,387
test_200094.json,2,0.926584,329,36,497,36,497,196,329,196
test_214526.json,2,0.926555,347,303,541,303,541,522,347,522
test_215404.json,2,0.92629,254,208,392,208,392,335,254,335
test_219127.json,2,0.926223,108,257,213,257,213,393,108,393
test_208758.json,2,0.926148,234,243,380,243,380,356,234,356
test_200265.json,2,0.926017,228,179,376,179,376,325,228,325
test_204353.json,2,0.925978,420,122,540,122,540,316,420,316
test_209964.json,2,0.925954,315,275,533,275,533,534,315,534
test_214983.json,2,0.925829,195,336,418,336,418,540,195,540
test_207345.json,2,0.92582,386,133,541,133,541,266,386,266
test_213232.json,2,0.925766,266,134,386,134,386,230,266,230
test_216679.json,2,0.925627,34,31,422,31,422,289,34,289
test_220530.json,2,0.925608,31,32,346,32,346,410,31,410
test_206502.json,2,0.925293,160,206,283,206,283,294,160,294
test_205666.json,2,0.925161,242,50,404,50,404,164,242,164
test_200224.json,2,0.924772,32,45,191,45,191,243,32,243
test_204483.json,2,0.924729,254,148,389,148,389,277,254,277
test_214334.json,2,0.924635,230,272,363,272,363,368,230,368
test_204388.json,2,0.924317,237,301,352,301,352,389,237,389
test_211851.json,2,0.924123,268,118,433,118,433,262,268,262
test_204061.json,2,0.924052,299,123,504,123,504,301,299,301
test_201653.json,2,0.923942,239,246,355,246,355,330,239,330
test_220436.json,1,0.923904,204,285,546,285,546,534,204,534
test_206720.json,2,0.923897,32,34,367,34,367,397,32,397
test_212022.json,2,0.923667,284,114,539,114,539,395,284,395
test_209515.json,2,0.923451,374,244,543,244,543,495,374,495
test_219928.json,2,0.923435,84,0,231,0,231,95,84,95
test_204532.json,2,0.923267,314,265,542,265,542,542,314,542
test_218938.json,2,0.923263,270,320,395,320,395,500,270,500
test_220849.json,2,0.92318,63,157,175,157,175,292,63,292
test_202430.json,2,0.92308,324,37,540,37,540,269,324,269
test_214233.json,2,0.923047,342,210,541,210,541,503,342,503
test_215722.json,2,0.923033,396,264,542,264,542,519,396,519
test_211257.json,2,0.922979,359,195,499,195,499,352,359,352
test_202459.json,2,0.922956,31,79,192,79,192,304,31,304
test_216029.json,2,0.922729,32,33,220,33,220,230,32,230
test_217733.json,2,0.922705,90,155,384,155,384,489,90,489
test_211974.json,2,0.922598,352,338,542,338,542,544,352,544
test_200859.json,2,0.922563,208,31,543,31,543,468,208,468
test_204201.json,2,0.922413,345,181,460,181,460,298,345,298
test_205353.json,2,0.922154,201,232,300,232,300,324,201,324
test_208353.json,2,0.921862,242,103,542,103,542,540,242,540
test_210640.json,2,0.921846,265,264,338,264,338,351,265,351
test_211118.json,2,0.921837,291,199,408,199,408,309,291,309
test_202909.json,2,0.921807,43,151,244,151,244,366,43,366
test_201778.json,2,0.921565,302,337,395,337,395,448,302,448
test_201428.json,2,0.921352,90,1,232,1,232,94,90,94
test_205949.json,2,0.921315,329,215,512,215,512,428,329,428
test_209732.json,2,0.921263,288,277,373,277,373,356,288,356
test_208628.json,2,0.921214,264,33,541,33,541,522,264,522
test_210980.json,2,0.921142,41,83,372,83,372,462,41,462
test_202430.json,2,0.921071,294,285,385,285,385,387,294,387
test_212327.json,2,0.920856,82,306,243,306,243,483,82,483
test_204936.json,2,0.920581,286,195,433,195,433,302,286,302
test_205851.json,2,0.920224,129,328,288,328,288,513,129,513
test_209414.json,2,0.920178,252,217,379,217,379,309,252,309
test_206572.json,2,0.920178,290,173,443,173,443,323,290,323
test_220801.json,2,0.920118,78,2,226,2,226,101,78,101
test_213131.json,2,0.919702,63,1,214,1,214,99,63,99
test_203716.json,2,0.919638,212,276,345,276,345,391,212,391
test_215040.json,2,0.919602,60,2,206,2,206,101,60,101
test_204513.json,2,0.919573,233,274,338,274,338,360,233,360
test_216430.json,2,0.919525,289,54,535,54,535,539,289,539
test_218660.json,2,0.919477,201,275,299,275,299,386,201,386
test_220436.json,2,0.919417,193,69,543,69,543,544,193,544
test_211301.json,2,0.919368,307,261,488,261,488,451,307,451
test_213076.json,2,0.919204,313,259,506,259,506,465,313,465
test_217195.json,2,0.91919,100,2,248,2,248,96,100,96
test_220666.json,2,0.919157,253,168,543,168,543,543,253,543
test_211977.json,2,0.919156,271,288,359,288,359,378,271,378
test_210327.json,2,0.918946,110,180,392,180,392,461,110,461
test_213893.json,2,0.918878,268,31,540,31,540,422,268,422
test_220130.json,2,0.918833,90,32,427,32,427,299,90,299
test_217315.json,2,0.9188,235,171,359,171,359,297,235,297
test_218626.json,2,0.918707,349,303,537,303,537,527,349,527
test_218212.json,2,0.918646,223,377,483,377,483,542,223,542
test_202057.json,2,0.918632,304,152,423,152,423,267,304,267
test_203340.json,2,0.918628,31,72,310,72,310,420,31,420
test_204364.json,2,0.91856,261,250,368,250,368,349,261,349
test_217679.json,2,0.918468,103,2,246,2,246,99,103,99
test_210932.json,2,0.918446,225,211,321,211,321,313,225,313
test_216029.json,2,0.918442,247,135,383,135,383,230,247,230
test_209732.json,2,0.918434,370,71,541,71,541,302,370,302
test_211612.json,2,0.918355,53,286,145,286,145,395,53,395
test_218152.json,2,0.91829,214,86,540,86,540,543,214,543
test_201227.json,2,0.918071,289,245,416,245,416,346,289,346
test_200832.json,2,0.91768,288,279,525,279,525,536,288,536
test_202472.json,2,0.917624,290,383,504,383,504,541,290,541
test_216330.json,2,0.917597,234,164,378,164,378,292,234,292
test_209980.json,2,0.917577,238,236,389,236,389,381,238,381
test_202303.json,2,0.917517,107,3,256,3,256,104,107,104
test_219691.json,2,0.917336,275,268,386,268,386,394,275,394
test_201501.json,2,0.917184,105,2,254,2,254,104,105,104
test_215168.json,2,0.917124,233,324,448,324,448,540,233,540
test_214356.json,2,0.916988,389,94,524,94,524,254,389,254
test_211465.json,2,0.91698,68,234,171,234,171,334,68,334
test_217562.json,2,0.916893,235,207,364,207,364,310,235,310
test_212730.json,2,0.916714,70,212,166,212,166,323,70,323
test_203906.json,2,0.916707,61,160,367,160,367,499,61,499
test_220129.json,2,0.916697,358,207,483,207,483,338,358,338
test_217862.json,3,0.916409,81,26,157,26,157,89,81,89
test_219358.json,1,0.916389,69,166,339,166,339,463,69,463
test_201399.json,2,0.916385,33,270,118,270,118,390,33,390
test_208964.json,2,0.916354,33,31,376,31,376,293,33,293
test_206614.json,2,0.916205,252,95,396,95,396,270,252,270
test_208502.json,2,0.916201,407,271,542,271,542,473,407,473
test_217077.json,2,0.916151,116,10,265,10,265,113,116,113
test_214050.json,2,0.916043,275,30,540,30,540,419,275,419
test_200887.json,2,0.915947,210,233,310,233,310,328,210,328
test_208952.json,2,0.915874,155,356,360,356,360,543,155,543
test_216243.json,2,0.915871,231,199,332,199,332,292,231,292
test_209233.json,2,0.915749,29,37,336,37,336,499,29,499
test_203243.json,2,0.915739,283,338,439,338,439,501,283,501
test_200952.json,2,0.915622,337,31,542,31,542,486,337,486
test_215298.json,2,0.915486,126,339,288,339,288,528,126,528
test_209769.json,2,0.915399,210,63,542,63,542,542,210,542
test_203382.json,2,0.915171,113,236,197,236,197,324,113,324
test_217054.json,2,0.91512,319,314,542,314,542,544,319,544
test_211555.json,2,0.914915,270,304,468,304,468,487,270,487
test_203234.json,2,0.914773,162,32,274,32,274,146,162,146
test_203949.json,2,0.914732,78,266,284,266,284,540,78,540
test_203536.json,3,0.914708,191,41,227,41,227,129,191,129
test_208158.json,2,0.914577,61,252,153,252,153,342,61,342
test_211933.json,2,0.914572,257,32,540,32,540,442,257,442
test_200781.json,2,0.914548,33,31,338,31,338,304,33,304
test_216253.json,4,0.914547,209,224,257,224,257,310,209,310
test_219923.json,2,0.914456,194,221,324,221,324,341,194,341
test_212346.json,2,0.914402,64,315,242,315,242,530,64,530
test_217282.json,2,0.914359,66,211,354,211,354,485,66,485
test_217808.json,2,0.914298,31,31,335,31,335,451,31,451
test_210184.json,2,0.914163,83,204,188,204,188,319,83,319
test_218828.json,3,0.913976,180,46,218,46,218,126,180,126
test_207160.json,2,0.913958,404,185,542,185,542,448,404,448
test_218886.json,2,0.913933,88,243,184,243,184,344,88,344
test_201552.json,2,0.9139,87,9,169,9,169,87,87,87
test_205809.json,4,0.913875,191,165,238,165,238,248,191,248
test_217557.json,2,0.913818,32,34,380,34,380,391,32,391
test_213126.json,3,0.913818,320,437,405,437,405,513,320,513
test_217787.json,2,0.913689,266,31,540,31,540,484,266,484
test_212628.json,2,0.913666,418,89,541,89,541,257,418,257
test_200157.json,2,0.913647,274,280,355,280,355,346,274,346
test_200909.json,2,0.913605,257,19,541,19,541,535,257,535
test_208286.json,2,0.913565,340,71,540,71,540,270,340,270
test_211334.json,2,0.913524,32,39,391,39,391,457,32,457
test_208993.json,2,0.913491,31,32,346,32,346,404,31,404
test_202992.json,2,0.913432,42,148,261,148,261,479,42,479
test_217801.json,2,0.913411,270,193,429,193,429,328,270,328
test_203103.json,2,0.913389,106,4,253,4,253,99,106,99
test_214441.json,2,0.913271,362,306,541,306,541,542,362,542
test_214643.json,2,0.913258,252,260,331,260,331,332,252,332
test_220732.json,2,0.913213,108,208,235,208,235,343,108,343
test_219878.json,2,0.913212,340,195,483,195,483,304,340,304
test_217649.json,2,0.913172,284,333,495,333,495,542,284,542
test_204446.json,2,0.913141,264,339,437,339,437,500,264,500
test_201773.json,2,0.912886,49,212,144,212,144,326,49,326
test_207012.json,2,0.912857,232,192,384,192,384,335,232,335
test_200571.json,2,0.912827,96,206,193,206,193,312,96,312
test_202415.json,2,0.912821,208,319,310,319,310,451,208,451
test_207254.json,2,0.912713,289,68,542,68,542,292,289,292
test_211860.json,2,0.912667,229,347,327,347,327,445,229,445
test_204570.json,2,0.912653,226,352,350,352,350,483,226,483
test_218224.json,2,0.912642,40,132,280,132,280,386,40,386
test_210615.json,2,0.912623,119,262,238,262,238,373,119,373
test_220204.json,2,0.912605,301,122,412,122,412,226,301,226
test_205428.json,2,0.912397,319,158,475,158,475,270,319,270
test_216509.json,2,0.912395,258,111,373,111,373,210,258,210
test_220286.json,2,0.912213,72,31,390,31,390,331,72,331
test_216941.json,1,0.912143,40,151,316,151,316,495,40,495
test_202851.json,2,0.912118,47,119,371,119,371,434,47,434
test_212988.json,2,0.912098,59,112,297,112,297,391,59,391
test_211277.json,3,0.912046,81,28,156,28,156,92,81,92
test_217263.json,2,0.911966,116,197,223,197,223,304,116,304
test_210723.json,2,0.911913,34,33,384,33,384,323,34,323
test_205881.json,2,0.911901,66,341,276,341,276,539,66,539
test_209897.json,2,0.911795,31,86,325,86,325,526,31,526
test_211188.json,2,0.911693,59,309,177,309,177,429,59,429
test_216596.json,1,0.911645,48,39,526,39,526,535,48,535
test_211154.json,2,0.911632,90,211,186,211,186,313,90,313
test_218369.json,3,0.911623,174,200,216,200,216,286,174,286
test_216544.json,2,0.911545,279,43,540,43,540,540,279,540
test_215570.json,2,0.91152,159,235,232,235,232,301,159,301
test_213869.json,2,0.911462,270,340,538,340,538,541,270,541
test_217687.json,2,0.911447,193,315,294,315,294,416,193,416
test_210144.json,2,0.911342,237,365,337,365,337,491,237,491
test_205106.json,2,0.911327,200,196,328,196,328,328,200,328
test_216623.json,3,0.911319,199,46,237,46,237,132,199,132
test_218653.json,2,0.911295,41,55,153,55,153,193,41,193
test_217050.json,2,0.911292,189,209,280,209,280,292,189,292
test_207322.json,2,0.911271,279,308,443,308,443,454,279,454
test_213920.json,2,0.911239,148,336,425,336,425,542,148,542
test_206885.json,2,0.911208,136,164,380,164,380,396,136,396
test_207206.json,2,0.91105,274,18,540,18,540,549,274,549
test_204339.json,2,0.911017,184,312,289,312,289,391,184,391
test_219664.json,2,0.911004,214,441,320,441,320,542,214,542
test_202073.json,3,0.910922,173,195,213,195,213,276,173,276
test_218402.json,2,0.910902,64,326,267,326,267,540,64,540
test_218290.json,3,0.9109,138,1,192,1,192,109,138,109
test_203276.json,2,0.910888,342,31,541,31,541,472,342,472
test_210140.json,2,0.910861,195,248,283,248,283,330,195,330
test_218183.json,2,0.910797,88,255,186,255,186,353,88,353
test_203869.json,2,0.910705,116,2,263,2,263,101,116,101
test_204998.json,2,0.910694,270,72,467,72,467,215,270,215
test_220266.json,2,0.910647,32,40,184,40,184,261,32,261
test_210735.json,2,0.910618,341,278,533,278,533,463,341,463
test_207965.json,2,0.910613,117,2,263,2,263,99,117,99
test_200616.json,3,0.910587,352,450,422,450,422,529,352,529
test_214873.json,2,0.910559,268,382,403,382,403,514,268,514
test_206461.json,2,0.910522,63,142,541,142,541,538,63,538
test_205978.json,2,0.9105,137,34,425,34,425,221,137,221
test_213968.json,2,0.910488,369,200,478,200,478,334,369,334
test_220184.json,2,0.910413,322,105,457,105,457,210,322,210
test_213485.json,2,0.910295,35,240,113,240,113,321,35,321
test_220255.json,2,0.910263,36,193,123,193,123,295,36,295
test_211468.json,2,0.91019,54,227,155,227,155,332,54,332
test_202195.json,1,0.910141,33,206,322,206,322,543,33,543
test_218313.json,3,0.910111,161,41,199,41,199,127,161,127
test_220213.json,1,0.910049,32,28,542,28,542,543,32,543
test_200511.json,2,0.910044,321,246,509,246,509,459,321,459
test_211678.json,2,0.910003,226,91,501,91,501,542,226,542
test_202969.json,2,0.909951,54,180,267,180,267,435,54,435
test_212397.json,2,0.909918,234,68,437,68,437,198,234,198
test_213871.json,2,0.909872,49,234,295,234,295,542,49,542
test_207420.json,2,0.909811,301,50,432,50,432,176,301,176
test_204069.json,2,0.909703,246,212,335,212,335,308,246,308
test_201256.json,2,0.909657,225,326,361,326,361,468,225,468
test_207930.json,2,0.909609,255,295,532,295,532,543,255,543
test_210841.json,2,0.90957,216,331,334,331,334,457,216,457
test_210365.json,2,0.909521,68,205,171,205,171,304,68,304
test_216799.json,2,0.909441,131,323,241,323,241,428,131,428
test_215743.json,2,0.909427,112,285,540,285,540,543,112,543
test_200021.json,2,0.909367,98,208,193,208,193,302,98,302
test_211133.json,2,0.909345,284,300,501,300,501,519,284,519
test_211828.json,3,0.909342,206,37,248,37,248,124,206,124
test_201033.json,2,0.909271,27,33,444,33,444,239,27,239
test_201726.json,3,0.909233,103,67,469,67,469,509,103,509
test_212319.json,2,0.909228,292,255,482,255,482,487,292,487
test_203791.json,2,0.909212,390,164,542,164,542,409,390,409
test_214818.json,2,0.909188,243,314,360,314,360,437,243,437
test_201729.json,2,0.90914,193,248,278,248,278,339,193,339
test_208401.json,3,0.909099,207,35,249,35,249,121,207,121
test_210143.json,2,0.909096,30,49,297,49,297,376,30,376
test_213245.json,2,0.908993,297,296,372,296,372,363,297,363
test_214937.json,3,0.908946,81,28,157,28,157,92,81,92
test_212852.json,2,0.908882,33,319,248,319,248,540,33,540
test_211439.json,2,0.908796,33,53,131,53,131,173,33,173
test_209069.json,2,0.908766,282,393,514,393,514,544,282,544
test_212673.json,4,0.908721,159,328,214,328,214,412,159,412
test_209090.json,2,0.90872,251,337,385,337,385,475,251,475
test_206452.json,2,0.908703,108,211,331,211,331,437,108,437
test_212364.json,2,0.908599,32,39,327,39,327,378,32,378
test_200189.json,2,0.908576,63,340,329,340,329,541,63,541
test_210420.json,2,0.908557,58,207,150,207,150,299,58,299
test_200056.json,2,0.908552,306,222,493,222,493,466,306,466
test_218194.json,2,0.908529,35,33,281,33,281,304,35,304
test_214320.json,3,0.908525,81,27,156,27,156,90,81,90
test_216484.json,2,0.908511,112,252,211,252,211,348,112,348
test_208792.json,3,0.908479,338,185,467,185,467,342,338,342
test_213608.json,1,0.90844,52,42,520,42,520,531,52,531
test_200742.json,1,0.90843,116,45,536,45,536,452,116,452
test_200261.json,2,0.908397,323,360,540,360,540,543,323,543
test_214564.json,2,0.908345,295,31,539,31,539,386,295,386
test_211670.json,2,0.908319,227,32,464,32,464,216,227,216
test_218067.json,3,0.908309,183,42,219,42,219,125,183,125
test_207604.json,2,0.908274,89,207,185,207,185,294,89,294
test_203752.json,2,0.908246,132,291,302,291,302,483,132,483
test_218115.json,3,0.908239,176,203,216,203,216,284,176,284
test_204699.json,2,0.908153,230,231,455,231,455,432,230,432
test_202083.json,2,0.908152,49,353,133,353,133,441,49,441
test_217373.json,2,0.908135,253,193,408,193,408,327,253,327
test_209358.json,2,0.908127,8,80,42,80,42,161,8,161
test_215185.json,2,0.908097,243,31,530,31,530,259,243,259
test_211773.json,2,0.90807,304,370,486,370,486,533,304,533
